Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team,,,
Madelene Upcott,99% Dark & Pure,21-Nov-21,8967,427,2129,Bars,Jucies,,,
Dotty Strutley,After Nines,21-Nov-21,12075,465,3391,Bites,Delish,,,
Gigi Bohling,Fruit & Nut Bars,21-Nov-21,4396,294,436,Bars,Delish,,,
Husein Augar,Organic Choco Syrup,21-Nov-21,2877,96,176,Other,Yummies,,,
Dotty Strutley,Raspberry Choco,21-Nov-21,1659,104,660,Bars,Delish,,,
Marney O'Breen,70% Dark Bites,21-Nov-21,616,42,325,Bites,Yummies,,,
Ches Bonnell,Almond Choco,21-Nov-21,7021,469,7262,Bars,Tempo,,,
Van Tuxwell,70% Dark Bites,21-Nov-21,3255,296,2294,Bites,Yummies,,,
Oby Sorrel,Baker's Choco Chips,21-Nov-21,5516,613,4138,Bars,Jucies,,,
Jehu Rudeforth,White Choc,21-Nov-21,18039,1289,360,Other,Tempo,,,
Husein Augar,Manuka Honey Choco,21-Nov-21,12593,394,2860,Other,Yummies,,,
Madelene Upcott,Organic Choco Syrup,21-Nov-21,1981,67,118,Other,Jucies,,,
Gigi Bohling,Raspberry Choco,21-Nov-21,6552,410,2800,Bars,Delish,,,
Ches Bonnell,Raspberry Choco,21-Nov-21,10682,629,4181,Bars,Tempo,,,
Marney O'Breen,70% Dark Bites,21-Nov-21,11046,789,7089,Bites,Yummies,,,
Jehu Rudeforth,Mint Chip Choco,21-Nov-21,4263,225,612,Bars,Tempo,,,
Barr Faughny,Orange Choco,21-Nov-21,5558,464,4893,Bars,Yummies,,,
Van Tuxwell,Manuka Honey Choco,22-Nov-21,4214,128,1101,Other,Yummies,,,
Andria Kimpton,85% Dark Bars,22-Nov-21,7301,406,322,Bars,Jucies,,,
Wilone O'Kielt,70% Dark Bites,22-Nov-21,4473,373,3259,Bites,Delish,,,
Brien Boise,After Nines,22-Nov-21,11081,462,3076,Bites,Jucies,,,
Roddy Speechley,Mint Chip Choco,22-Nov-21,1120,75,180,Bars,Delish,,,
Madelene Upcott,99% Dark & Pure,22-Nov-21,10297,430,1923,Bars,Jucies,,,
Oby Sorrel,50% Dark Bites,22-Nov-21,1869,234,721,Bites,Jucies,,,
Brien Boise,85% Dark Bars,22-Nov-21,12229,644,444,Bars,Jucies,,,
Marney O'Breen,Raspberry Choco,22-Nov-21,7707,482,2998,Bars,Yummies,,,
Dennison Crosswaite,Manuka Honey Choco,22-Nov-21,1351,55,451,Other,Yummies,,,
Karlen McCaffrey,Organic Choco Syrup,22-Nov-21,7035,252,475,Other,Yummies,,,
Barr Faughny,Drinking Coco,22-Nov-21,3178,114,297,Other,Yummies,,,
Brien Boise,70% Dark Bites,22-Nov-21,3668,408,3430,Bites,Jucies,,,
Kaine Padly,Orange Choco,22-Nov-21,15295,1700,15386,Bars,Delish,,,
Madelene Upcott,Manuka Honey Choco,22-Nov-21,9667,323,2957,Other,Jucies,,,
Oby Sorrel,Almond Choco,22-Nov-21,7308,488,6905,Bars,Jucies,,,
Kaine Padly,Raspberry Choco,22-Nov-21,6888,328,2060,Bars,Delish,,,
Van Tuxwell,99% Dark & Pure,22-Nov-21,1085,46,240,Bars,Yummies,,,
Jan Morforth,Peanut Butter Cubes,22-Nov-21,3549,148,808,Bites,Delish,,,
Kelci Walkden,Orange Choco,23-Nov-21,245,21,192,Bars,Yummies,,,
Wilone O'Kielt,Choco Coated Almonds,23-Nov-21,525,24,292,Bites,Delish,,,
Camilla Castle,Manuka Honey Choco,23-Nov-21,9373,313,2421,Other,Tempo,,,
Dennison Crosswaite,99% Dark & Pure,23-Nov-21,3822,225,1038,Bars,Yummies,,,
Dotty Strutley,Mint Chip Choco,23-Nov-21,4326,206,453,Bars,Delish,,,
Mallorie Waber,Eclairs,23-Nov-21,427,23,70,Bites,Tempo,,,
Oby Sorrel,Almond Choco,23-Nov-21,12236,816,10784,Bars,Jucies,,,
Gigi Bohling,85% Dark Bars,23-Nov-21,4655,259,213,Bars,Delish,,,
Husein Augar,99% Dark & Pure,23-Nov-21,1246,78,327,Bars,Yummies,,,
Kaine Padly,Caramel Stuffed Bars,23-Nov-21,11291,452,463,Bars,Delish,,,
Gigi Bohling,50% Dark Bites,26-Nov-21,5530,395,1062,Bites,Delish,,,
Gunar Cockshoot,White Choc,26-Nov-21,7658,851,197,Other,Yummies,,,
Rafaelita Blaksland,Mint Chip Choco,26-Nov-21,1204,67,155,Bars,Yummies,,,
Mallorie Waber,Organic Choco Syrup,26-Nov-21,7238,250,445,Other,Tempo,,,
Gunar Cockshoot,After Nines,26-Nov-21,2359,91,577,Bites,Yummies,,,
Marney O'Breen,Mint Chip Choco,26-Nov-21,4676,234,498,Bars,Yummies,,,
Beverie Moffet,Choco Coated Almonds,26-Nov-21,4893,233,2833,Bites,Jucies,,,
Karlen McCaffrey,Choco Coated Almonds,26-Nov-21,5152,258,2870,Bites,Yummies,,,
Andria Kimpton,Manuka Honey Choco,27-Nov-21,3808,142,1188,Other,Jucies,,,
Andria Kimpton,Peanut Butter Cubes,27-Nov-21,6538,273,1491,Bites,Jucies,,,
Dotty Strutley,White Choc,27-Nov-21,3486,249,71,Other,Delish,,,
Barr Faughny,After Nines,27-Nov-21,4865,174,1170,Bites,Yummies,,,
Van Tuxwell,White Choc,27-Nov-21,4606,384,108,Other,Yummies,,,
Jehu Rudeforth,Caramel Stuffed Bars,27-Nov-21,35,2,2,Bars,Tempo,,,
Gunar Cockshoot,Smooth Sliky Salty,27-Nov-21,6069,304,1557,Bars,Yummies,,,
Barr Faughny,Caramel Stuffed Bars,27-Nov-21,21,1,1,Bars,Yummies,,,
Gigi Bohling,Milk Bars,27-Nov-21,8071,299,519,Bars,Delish,,,
Husein Augar,70% Dark Bites,27-Nov-21,2716,194,1647,Bites,Yummies,,,
Kelci Walkden,Orange Choco,27-Nov-21,7574,842,8065,Bars,Yummies,,,
Oby Sorrel,Mint Chip Choco,27-Nov-21,931,52,118,Bars,Jucies,,,
Mallorie Waber,Raspberry Choco,27-Nov-21,9499,500,3263,Bars,Tempo,,,
Van Tuxwell,Orange Choco,27-Nov-21,350,25,209,Bars,Yummies,,,
Barr Faughny,Almond Choco,27-Nov-21,371,20,270,Bars,Yummies,,,
Karlen McCaffrey,Caramel Stuffed Bars,27-Nov-21,10367,432,357,Bars,Yummies,,,
Andria Kimpton,85% Dark Bars,27-Nov-21,9597,600,426,Bars,Jucies,,,
Rafaelita Blaksland,99% Dark & Pure,27-Nov-21,2443,102,461,Bars,Yummies,,,
Wilone O'Kielt,Manuka Honey Choco,27-Nov-21,3556,123,971,Other,Delish,,,
Rafaelita Blaksland,Drinking Coco,27-Nov-21,2457,82,232,Other,Yummies,,,
Wilone O'Kielt,White Choc,27-Nov-21,16170,952,259,Other,Delish,,,
Gigi Bohling,Spicy Special Slims,27-Nov-21,8456,302,2864,Bites,Delish,,,
Ches Bonnell,Mint Chip Choco,27-Nov-21,28,2,5,Bars,Tempo,,,
Dennison Crosswaite,85% Dark Bars,27-Nov-21,10794,450,366,Bars,Yummies,,,
Madelene Upcott,Choco Coated Almonds,27-Nov-21,7539,444,5347,Bites,Jucies,,,
Barr Faughny,Caramel Stuffed Bars,28-Nov-21,2982,120,128,Bars,Yummies,,,
Madelene Upcott,Mint Chip Choco,28-Nov-21,6237,347,881,Bars,Jucies,,,
Karlen McCaffrey,White Choc,28-Nov-21,11564,1285,306,Other,Yummies,,,
Kelci Walkden,Mint Chip Choco,28-Nov-21,105,7,15,Bars,Yummies,,,
Gunar Cockshoot,Organic Choco Syrup,29-Nov-21,10402,417,831,Other,Yummies,,,
Karlen McCaffrey,Fruit & Nut Bars,29-Nov-21,20993,1235,2204,Bars,Yummies,,,
Kaine Padly,99% Dark & Pure,29-Nov-21,7658,383,1999,Bars,Delish,,,
Camilla Castle,Mint Chip Choco,29-Nov-21,1981,105,276,Bars,Tempo,,,
Camilla Castle,Orange Choco,29-Nov-21,4816,402,4204,Bars,Tempo,,,
Andria Kimpton,Peanut Butter Cubes,29-Nov-21,3661,147,810,Bites,Jucies,,,
Andria Kimpton,Spicy Special Slims,29-Nov-21,2688,128,1132,Bites,Jucies,,,
Barr Faughny,Manuka Honey Choco,29-Nov-21,2534,80,751,Other,Yummies,,,
Ches Bonnell,Mint Chip Choco,29-Nov-21,1820,91,212,Bars,Tempo,,,
Jan Morforth,Choco Coated Almonds,29-Nov-21,5432,388,4494,Bites,Delish,,,
Kelci Walkden,99% Dark & Pure,30-Nov-21,7189,400,1994,Bars,Yummies,,,
Jan Morforth,Milk Bars,30-Nov-21,6188,207,375,Bars,Delish,,,
Curtice Advani,Caramel Stuffed Bars,30-Nov-21,3283,150,134,Bars,Delish,,,
Mallorie Waber,50% Dark Bites,30-Nov-21,6524,502,1602,Bites,Tempo,,,
Kaine Padly,Manuka Honey Choco,30-Nov-21,5180,192,1364,Other,Delish,,,
Andria Kimpton,Baker's Choco Chips,30-Nov-21,12838,803,5469,Bars,Jucies,,,
Dennison Crosswaite,Milk Bars,30-Nov-21,4648,194,434,Bars,Yummies,,,
Ches Bonnell,Peanut Butter Cubes,30-Nov-21,3031,127,538,Bites,Tempo,,,
Barr Faughny,Smooth Sliky Salty,30-Nov-21,10990,785,3547,Bars,Yummies,,,
Andria Kimpton,Fruit & Nut Bars,30-Nov-21,1078,72,109,Bars,Jucies,,,
Andria Kimpton,White Choc,30-Nov-21,8218,822,190,Other,Jucies,,,
Jehu Rudeforth,Baker's Choco Chips,30-Nov-21,10381,944,6487,Bars,Tempo,,,
Gunar Cockshoot,Milk Bars,30-Nov-21,1085,41,70,Bars,Yummies,,,
Gunar Cockshoot,Baker's Choco Chips,30-Nov-21,3052,191,1231,Bars,Yummies,,,
Brien Boise,Milk Bars,03-Dec-21,4214,151,293,Bars,Jucies,,,
Husein Augar,70% Dark Bites,03-Dec-21,3178,245,1999,Bites,Yummies,,,
Jan Morforth,70% Dark Bites,03-Dec-21,3066,384,3102,Bites,Delish,,,
Beverie Moffet,Fruit & Nut Bars,03-Dec-21,9485,949,1497,Bars,Jucies,,,
Karlen McCaffrey,Raspberry Choco,03-Dec-21,3955,264,1658,Bars,Yummies,,,
Roddy Speechley,Almond Choco,03-Dec-21,6538,312,4831,Bars,Delish,,,
Kaine Padly,Milk Bars,03-Dec-21,10178,329,718,Bars,Delish,,,
Madelene Upcott,Caramel Stuffed Bars,03-Dec-21,7882,359,294,Bars,Jucies,,,
Curtice Advani,Mint Chip Choco,03-Dec-21,5943,372,851,Bars,Delish,,,
Curtice Advani,50% Dark Bites,03-Dec-21,4088,256,667,Bites,Delish,,,
Kaine Padly,Spicy Special Slims,03-Dec-21,749,28,232,Bites,Delish,,,
Van Tuxwell,Milk Bars,03-Dec-21,13958,451,774,Bars,Yummies,,,
Kaine Padly,Almond Choco,03-Dec-21,5901,296,3912,Bars,Delish,,,
Camilla Castle,50% Dark Bites,03-Dec-21,6342,793,2487,Bites,Tempo,,,
Kelci Walkden,White Choc,03-Dec-21,315,19,5,Other,Yummies,,,
Gunar Cockshoot,Baker's Choco Chips,03-Dec-21,147,14,100,Bars,Yummies,,,
Kelci Walkden,After Nines,03-Dec-21,10213,365,2361,Bites,Yummies,,,
Beverie Moffet,85% Dark Bars,03-Dec-21,8484,386,255,Bars,Jucies,,,
Kaine Padly,Eclairs,03-Dec-21,532,26,71,Bites,Delish,,,
Madelene Upcott,Raspberry Choco,03-Dec-21,8785,550,3455,Bars,Jucies,,,
Gigi Bohling,Smooth Sliky Salty,03-Dec-21,8001,572,2584,Bars,Delish,,,
Mallorie Waber,Orange Choco,03-Dec-21,364,37,319,Bars,Tempo,,,
Dennison Crosswaite,Fruit & Nut Bars,03-Dec-21,2331,138,251,Bars,Yummies,,,
Beverie Moffet,50% Dark Bites,03-Dec-21,7665,480,1290,Bites,Jucies,,,
Roddy Speechley,Smooth Sliky Salty,03-Dec-21,2905,224,1091,Bars,Delish,,,
Roddy Speechley,85% Dark Bars,03-Dec-21,6230,260,185,Bars,Delish,,,
Dennison Crosswaite,50% Dark Bites,03-Dec-21,2758,345,937,Bites,Yummies,,,
Barr Faughny,70% Dark Bites,03-Dec-21,2352,181,1552,Bites,Yummies,,,
Dennison Crosswaite,Organic Choco Syrup,03-Dec-21,2779,93,197,Other,Yummies,,,
Gigi Bohling,Manuka Honey Choco,03-Dec-21,7,1,9,Other,Delish,,,
Brien Boise,Drinking Coco,04-Dec-21,3213,111,330,Other,Jucies,,,
Oby Sorrel,Raspberry Choco,04-Dec-21,9275,489,3101,Bars,Jucies,,,
Gigi Bohling,Raspberry Choco,04-Dec-21,4368,199,1286,Bars,Delish,,,
Rafaelita Blaksland,Spicy Special Slims,04-Dec-21,10633,409,3842,Bites,Yummies,,,
Ches Bonnell,Raspberry Choco,04-Dec-21,11319,708,4361,Bars,Tempo,,,
Gunar Cockshoot,Smooth Sliky Salty,04-Dec-21,8799,518,2652,Bars,Yummies,,,
Madelene Upcott,Spicy Special Slims,04-Dec-21,2695,104,1054,Bites,Jucies,,,
Dennison Crosswaite,White Choc,04-Dec-21,245,25,6,Other,Yummies,,,
Mallorie Waber,Baker's Choco Chips,04-Dec-21,3647,406,2691,Bars,Tempo,,,
Dennison Crosswaite,Manuka Honey Choco,04-Dec-21,6412,257,2129,Other,Yummies,,,
Husein Augar,Peanut Butter Cubes,04-Dec-21,2905,112,622,Bites,Yummies,,,
Dennison Crosswaite,After Nines,04-Dec-21,13650,427,2545,Bites,Yummies,,,
Kaine Padly,Choco Coated Almonds,04-Dec-21,623,37,467,Bites,Delish,,,
Dennison Crosswaite,70% Dark Bites,04-Dec-21,5131,514,3813,Bites,Yummies,,,
Dennison Crosswaite,Orange Choco,04-Dec-21,8722,970,9631,Bars,Yummies,,,
Jehu Rudeforth,Baker's Choco Chips,05-Dec-21,1211,87,487,Bars,Tempo,,,
Jan Morforth,50% Dark Bites,05-Dec-21,2002,126,392,Bites,Delish,,,
Gigi Bohling,Fruit & Nut Bars,05-Dec-21,2100,175,282,Bars,Delish,,,
Dennison Crosswaite,Baker's Choco Chips,05-Dec-21,2765,231,1377,Bars,Yummies,,,
Oby Sorrel,Organic Choco Syrup,05-Dec-21,9198,318,555,Other,Jucies,,,
Camilla Castle,Almond Choco,05-Dec-21,5852,391,4854,Bars,Tempo,,,
Van Tuxwell,Spicy Special Slims,05-Dec-21,17892,746,8106,Bites,Yummies,,,
Karlen McCaffrey,Drinking Coco,05-Dec-21,5117,223,536,Other,Yummies,,,
Dotty Strutley,Almond Choco,05-Dec-21,3024,144,2249,Bars,Delish,,,
Rafaelita Blaksland,Smooth Sliky Salty,05-Dec-21,3479,174,961,Bars,Yummies,,,
Husein Augar,85% Dark Bars,05-Dec-21,1554,74,49,Bars,Yummies,,,
Van Tuxwell,Almond Choco,05-Dec-21,2884,145,1936,Bars,Yummies,,,
Madelene Upcott,Smooth Sliky Salty,05-Dec-21,4774,299,1741,Bars,Jucies,,,
Karlen McCaffrey,Fruit & Nut Bars,05-Dec-21,3556,238,402,Bars,Yummies,,,
Gunar Cockshoot,50% Dark Bites,05-Dec-21,7742,484,1545,Bites,Yummies,,,
Wilone O'Kielt,Fruit & Nut Bars,05-Dec-21,917,51,81,Bars,Delish,,,
Husein Augar,Eclairs,06-Dec-21,8176,546,1693,Bites,Yummies,,,
Brien Boise,Fruit & Nut Bars,06-Dec-21,14357,1026,1602,Bars,Jucies,,,
Curtice Advani,Drinking Coco,06-Dec-21,4669,187,505,Other,Delish,,,
Barr Faughny,Manuka Honey Choco,06-Dec-21,13608,504,4176,Other,Yummies,,,
Curtice Advani,Eclairs,06-Dec-21,2933,140,387,Bites,Delish,,,
Kelci Walkden,Almond Choco,06-Dec-21,7056,471,7167,Bars,Yummies,,,
Van Tuxwell,Almond Choco,06-Dec-21,10024,627,8955,Bars,Yummies,,,
Gunar Cockshoot,After Nines,06-Dec-21,4438,154,928,Bites,Yummies,,,
Andria Kimpton,50% Dark Bites,07-Dec-21,14413,1602,5024,Bites,Jucies,,,
Beverie Moffet,Drinking Coco,07-Dec-21,4305,160,476,Other,Jucies,,,
Dotty Strutley,50% Dark Bites,07-Dec-21,1729,133,372,Bites,Delish,,,
Andria Kimpton,99% Dark & Pure,07-Dec-21,91,5,24,Bars,Jucies,,,
Gigi Bohling,Fruit & Nut Bars,07-Dec-21,637,49,70,Bars,Delish,,,
Mallorie Waber,White Choc,07-Dec-21,10178,727,182,Other,Tempo,,,
Karlen McCaffrey,Orange Choco,07-Dec-21,1358,170,1464,Bars,Yummies,,,
Ches Bonnell,Milk Bars,07-Dec-21,3423,111,224,Bars,Tempo,,,
Beverie Moffet,Mint Chip Choco,07-Dec-21,4291,253,539,Bars,Jucies,,,
Gigi Bohling,Raspberry Choco,07-Dec-21,4970,332,1984,Bars,Delish,,,
Camilla Castle,After Nines,07-Dec-21,6874,265,1714,Bites,Tempo,,,
Mallorie Waber,Drinking Coco,07-Dec-21,4550,198,456,Other,Tempo,,,
Beverie Moffet,Smooth Sliky Salty,07-Dec-21,1652,92,466,Bars,Jucies,,,
Roddy Speechley,White Choc,07-Dec-21,1946,163,42,Other,Delish,,,
Jehu Rudeforth,Almond Choco,07-Dec-21,8407,526,8215,Bars,Tempo,,,
Barr Faughny,85% Dark Bars,07-Dec-21,2422,143,109,Bars,Yummies,,,
Camilla Castle,Milk Bars,07-Dec-21,4788,178,309,Bars,Tempo,,,
Dennison Crosswaite,Mint Chip Choco,07-Dec-21,294,17,46,Bars,Yummies,,,
Karlen McCaffrey,Eclairs,10-Dec-21,5453,390,1012,Bites,Yummies,,,
Kelci Walkden,Peanut Butter Cubes,10-Dec-21,7378,352,1756,Bites,Yummies,,,
Jan Morforth,White Choc,10-Dec-21,10710,670,182,Other,Delish,,,
Kelci Walkden,Almond Choco,10-Dec-21,2807,156,2291,Bars,Yummies,,,
Camilla Castle,Orange Choco,10-Dec-21,9044,754,7354,Bars,Tempo,,,
Camilla Castle,Milk Bars,10-Dec-21,5446,195,353,Bars,Tempo,,,
Mallorie Waber,Mint Chip Choco,10-Dec-21,16065,1236,3276,Bars,Tempo,,,
Husein Augar,Almond Choco,10-Dec-21,3682,168,2063,Bars,Yummies,,,
Mallorie Waber,Eclairs,10-Dec-21,2548,142,456,Bites,Tempo,,,
Andria Kimpton,Caramel Stuffed Bars,10-Dec-21,3052,114,103,Bars,Jucies,,,
Dennison Crosswaite,Baker's Choco Chips,10-Dec-21,623,52,291,Bars,Yummies,,,
Van Tuxwell,70% Dark Bites,10-Dec-21,3738,468,3588,Bites,Yummies,,,
Camilla Castle,Caramel Stuffed Bars,11-Dec-21,1750,65,67,Bars,Tempo,,,
Mallorie Waber,Fruit & Nut Bars,11-Dec-21,4053,226,385,Bars,Tempo,,,
Camilla Castle,Manuka Honey Choco,11-Dec-21,2702,82,647,Other,Tempo,,,
Ches Bonnell,White Choc,11-Dec-21,7987,888,224,Other,Tempo,,,
Karlen McCaffrey,Drinking Coco,11-Dec-21,1148,48,123,Other,Yummies,,,
Husein Augar,Milk Bars,12-Dec-21,4186,140,253,Bars,Yummies,,,
Van Tuxwell,Eclairs,12-Dec-21,5229,276,879,Bites,Yummies,,,
Van Tuxwell,Manuka Honey Choco,12-Dec-21,6146,212,1589,Other,Yummies,,,
Beverie Moffet,85% Dark Bars,12-Dec-21,11102,505,344,Bars,Jucies,,,
Rafaelita Blaksland,Almond Choco,12-Dec-21,15603,1041,13896,Bars,Yummies,,,
Rafaelita Blaksland,Eclairs,12-Dec-21,2758,138,436,Bites,Yummies,,,
Kelci Walkden,White Choc,12-Dec-21,7420,619,155,Other,Yummies,,,
Curtice Advani,99% Dark & Pure,12-Dec-21,2345,107,514,Bars,Delish,,,
Curtice Advani,70% Dark Bites,12-Dec-21,12362,1546,12998,Bites,Delish,,,
Gigi Bohling,Smooth Sliky Salty,12-Dec-21,420,33,162,Bars,Delish,,,
Gunar Cockshoot,Peanut Butter Cubes,13-Dec-21,6440,293,1586,Bites,Yummies,,,
Wilone O'Kielt,White Choc,13-Dec-21,11613,726,203,Other,Delish,,,
Marney O'Breen,Peanut Butter Cubes,13-Dec-21,14910,785,4212,Bites,Yummies,,,
Kelci Walkden,Raspberry Choco,13-Dec-21,455,23,142,Bars,Yummies,,,
Dotty Strutley,Baker's Choco Chips,13-Dec-21,784,56,371,Bars,Delish,,,
Beverie Moffet,White Choc,14-Dec-21,2597,200,47,Other,Jucies,,,
Van Tuxwell,After Nines,14-Dec-21,4543,157,1095,Bites,Yummies,,,
Beverie Moffet,Orange Choco,14-Dec-21,4452,636,5253,Bars,Jucies,,,
Mallorie Waber,Raspberry Choco,14-Dec-21,5544,370,2279,Bars,Tempo,,,
Kelci Walkden,Orange Choco,14-Dec-21,5215,580,4944,Bars,Yummies,,,
Camilla Castle,Fruit & Nut Bars,14-Dec-21,3052,306,458,Bars,Tempo,,,
Husein Augar,Drinking Coco,14-Dec-21,19579,676,1976,Other,Yummies,,,
Dotty Strutley,Peanut Butter Cubes,14-Dec-21,217,10,53,Bites,Delish,,,
Van Tuxwell,Orange Choco,14-Dec-21,3080,237,2416,Bars,Yummies,,,
Beverie Moffet,White Choc,14-Dec-21,3934,303,87,Other,Jucies,,,
Marney O'Breen,Organic Choco Syrup,14-Dec-21,2506,97,168,Other,Yummies,,,
Curtice Advani,Mint Chip Choco,14-Dec-21,5782,413,926,Bars,Delish,,,
Barr Faughny,Orange Choco,14-Dec-21,9016,752,6740,Bars,Yummies,,,
Van Tuxwell,Eclairs,14-Dec-21,1638,82,234,Bites,Yummies,,,
Brien Boise,Caramel Stuffed Bars,14-Dec-21,5950,213,215,Bars,Jucies,,,
Kaine Padly,Orange Choco,14-Dec-21,3948,439,3588,Bars,Delish,,,
Madelene Upcott,Organic Choco Syrup,17-Dec-21,5278,182,305,Other,Jucies,,,
Beverie Moffet,Peanut Butter Cubes,17-Dec-21,5026,240,1299,Bites,Jucies,,,
Oby Sorrel,Peanut Butter Cubes,17-Dec-21,5208,248,1167,Bites,Jucies,,,
Karlen McCaffrey,Smooth Sliky Salty,17-Dec-21,5593,431,1991,Bars,Yummies,,,
Madelene Upcott,99% Dark & Pure,17-Dec-21,3689,168,924,Bars,Jucies,,,
Barr Faughny,Raspberry Choco,17-Dec-21,9170,437,2452,Bars,Yummies,,,
Camilla Castle,Raspberry Choco,17-Dec-21,3094,172,1196,Bars,Tempo,,,
Curtice Advani,Organic Choco Syrup,17-Dec-21,7777,289,479,Other,Delish,,,
Gunar Cockshoot,85% Dark Bars,17-Dec-21,11109,505,422,Bars,Yummies,,,
Van Tuxwell,50% Dark Bites,17-Dec-21,4158,297,882,Bites,Yummies,,,
Dennison Crosswaite,Organic Choco Syrup,17-Dec-21,9863,395,689,Other,Yummies,,,
Jehu Rudeforth,Orange Choco,17-Dec-21,3101,259,2048,Bars,Tempo,,,
Jehu Rudeforth,Smooth Sliky Salty,17-Dec-21,3864,298,1421,Bars,Tempo,,,
Gunar Cockshoot,After Nines,17-Dec-21,8428,291,1919,Bites,Yummies,,,
Brien Boise,Baker's Choco Chips,17-Dec-21,14574,1122,8051,Bars,Jucies,,,
Andria Kimpton,Raspberry Choco,17-Dec-21,7315,431,2392,Bars,Jucies,,,
Jan Morforth,Organic Choco Syrup,18-Dec-21,7805,279,516,Other,Delish,,,
Camilla Castle,Fruit & Nut Bars,18-Dec-21,2324,146,230,Bars,Tempo,,,
Husein Augar,Peanut Butter Cubes,18-Dec-21,2499,132,565,Bites,Yummies,,,
Mallorie Waber,White Choc,18-Dec-21,5285,441,99,Other,Tempo,,,
Curtice Advani,Baker's Choco Chips,18-Dec-21,1925,129,777,Bars,Delish,,,
Kelci Walkden,70% Dark Bites,18-Dec-21,13286,886,8180,Bites,Yummies,,,
Gigi Bohling,85% Dark Bars,18-Dec-21,1659,104,82,Bars,Delish,,,
Roddy Speechley,Choco Coated Almonds,18-Dec-21,168,11,144,Bites,Delish,,,
Oby Sorrel,After Nines,18-Dec-21,6020,215,1363,Bites,Jucies,,,
Barr Faughny,Fruit & Nut Bars,18-Dec-21,2219,222,322,Bars,Yummies,,,
Mallorie Waber,Milk Bars,18-Dec-21,12740,411,759,Bars,Tempo,,,
Barr Faughny,Organic Choco Syrup,18-Dec-21,11018,441,832,Other,Yummies,,,
Gunar Cockshoot,70% Dark Bites,18-Dec-21,5040,336,2631,Bites,Yummies,,,
Dennison Crosswaite,Almond Choco,19-Dec-21,10220,445,6000,Bars,Yummies,,,
Brien Boise,Almond Choco,19-Dec-21,8995,450,5827,Bars,Jucies,,,
Marney O'Breen,Spicy Special Slims,19-Dec-21,3738,187,1688,Bites,Yummies,,,
Beverie Moffet,Caramel Stuffed Bars,19-Dec-21,7749,259,277,Bars,Jucies,,,
Ches Bonnell,Organic Choco Syrup,19-Dec-21,868,33,57,Other,Tempo,,,
Ches Bonnell,Manuka Honey Choco,19-Dec-21,2338,74,613,Other,Tempo,,,
Kaine Padly,Fruit & Nut Bars,19-Dec-21,12754,751,1221,Bars,Delish,,,
Gigi Bohling,After Nines,19-Dec-21,15148,489,3318,Bites,Delish,,,
Oby Sorrel,85% Dark Bars,19-Dec-21,1666,98,64,Bars,Jucies,,,
Ches Bonnell,Baker's Choco Chips,19-Dec-21,595,55,335,Bars,Tempo,,,
Karlen McCaffrey,Manuka Honey Choco,19-Dec-21,10486,328,2407,Other,Yummies,,,
Marney O'Breen,White Choc,19-Dec-21,6860,490,120,Other,Yummies,,,
Dotty Strutley,70% Dark Bites,19-Dec-21,9639,964,9218,Bites,Delish,,,
Curtice Advani,Organic Choco Syrup,19-Dec-21,4557,176,332,Other,Delish,,,
Rafaelita Blaksland,Smooth Sliky Salty,19-Dec-21,9786,576,2920,Bars,Yummies,,,
Beverie Moffet,50% Dark Bites,19-Dec-21,3948,359,915,Bites,Jucies,,,
Jan Morforth,White Choc,19-Dec-21,4893,377,86,Other,Delish,,,
Camilla Castle,99% Dark & Pure,20-Dec-21,7441,414,1929,Bars,Tempo,,,
Oby Sorrel,White Choc,20-Dec-21,9079,535,148,Other,Jucies,,,
Curtice Advani,After Nines,21-Dec-21,3962,133,1012,Bites,Delish,,,
Dotty Strutley,99% Dark & Pure,21-Dec-21,6111,382,1922,Bars,Delish,,,
Barr Faughny,Drinking Coco,21-Dec-21,1414,49,131,Other,Yummies,,,
Dennison Crosswaite,Fruit & Nut Bars,21-Dec-21,812,51,95,Bars,Yummies,,,
Camilla Castle,99% Dark & Pure,21-Dec-21,7084,394,2074,Bars,Tempo,,,
Van Tuxwell,Manuka Honey Choco,21-Dec-21,18942,702,5817,Other,Yummies,,,
Curtice Advani,Mint Chip Choco,21-Dec-21,7154,421,1021,Bars,Delish,,,
Van Tuxwell,50% Dark Bites,21-Dec-21,1225,103,309,Bites,Yummies,,,
Kelci Walkden,Baker's Choco Chips,21-Dec-21,8211,747,5360,Bars,Yummies,,,
Ches Bonnell,Mint Chip Choco,21-Dec-21,10465,524,1294,Bars,Tempo,,,
Gigi Bohling,Fruit & Nut Bars,21-Dec-21,6181,619,1174,Bars,Delish,,,
Ches Bonnell,50% Dark Bites,21-Dec-21,2695,193,594,Bites,Tempo,,,
Curtice Advani,Orange Choco,21-Dec-21,17451,2909,25817,Bars,Delish,,,
Andria Kimpton,Eclairs,21-Dec-21,6790,425,1330,Bites,Jucies,,,
Dotty Strutley,Spicy Special Slims,24-Dec-21,9226,330,3464,Bites,Delish,,,
Oby Sorrel,White Choc,24-Dec-21,9884,899,223,Other,Jucies,,,
Brien Boise,Smooth Sliky Salty,24-Dec-21,2821,202,933,Bars,Jucies,,,
Gunar Cockshoot,Baker's Choco Chips,24-Dec-21,665,84,496,Bars,Yummies,,,
